Supplementary Table 3:Repetitive elements read counts on chromosome Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The column titles are composed of the sex of the sample (F for female and M for male) followed by a dash and the sample name. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F-Sample-13,F-Sample-16,F-Sample-17,F-Sample-18,F-Sample-2,F-Sample-20,F-Sample-23,F-Sample-24,F-Sample-26,F-Sample-28,F-Sample-31,F-Sample-33,F-Sample-37,F-Sample-40,F-Sample-41,F-Sample-45,F-Sample-5,F-Sample-54,F-Sample-55,F-Sample-56,F-Sample-57,F-Sample-8,F-Sample-9,M-Sample-1,M-Sample-10,M-Sample-11,M-Sample-12,M-Sample-14,M-Sample-15,M-Sample-19,M-Sample-21,M-Sample-22,M-Sample-27,M-Sample-29,M-Sample-3,M-Sample-30,M-Sample-32,M-Sample-34,M-Sample-35,M-Sample-36,M-Sample-38,M-Sample-39,M-Sample-4,M-Sample-42,M-Sample-43,M-Sample-44,M-Sample-46,M-Sample-47,M-Sample-48,M-Sample-49,M-Sample-50,M-Sample-51,M-Sample-52,M-Sample-53,M-Sample-58,M-Sample-59,M-Sample-6,M-Sample-60,M-Sample-7
chrY:15468832-15469005_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0
chrY:22656992-22657111_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,25,3,0,2,0,2,5,2,0,0,0,10,29,0,0,0,0,0,0,0,0,0,8,24,0,0,1,4,22,4,0,0,4,0
chrY:21146072-21146270_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,9,0,2,0,0,0,0,0,1,8,0,0,2,27,21,0,2,0,0,0,0,0,0,22,0,0,2,4,19,5,0,1,24
chrY:21923822-21924127_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,1,0,0,0,0,2,0,9,0,0,0,0,4,3,0,4,0,0,9,15,0,24,19,12,28,10,0,5,0,0
chrY:16859018-16859381_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,5,0,0,1,9,0,0,0,11,0,0,0,14,10,15,9,0,0,0,0,12,0,0,18,2,9,3,7,0,13,0
chrY:14233672-14233825_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,6,0,33,0,0,0,0,0,5,0,0,0,0,99,0,0,0,0,0,3,7,1,0,0,0,0
chrY:15497606-15497727_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,4,0,18,5,0,0,37,7,0,0,0,5,0,0,28,0,0,0,14,0,0,4,5,1,0,0,0,16
chrY:16696011-16696299_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,1,5,1,0,0,0,0,0,0,14,0,21,27,0,0,0,2,9,0,0,0,0,9,18,10,15,1,6,2,1,0,0
chrY:8649321-8649614_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,2,0,0,0,0,0,0,28,74,0,14,0,5,0,0,0,0,0,0,0,0
chrY:7203022-7203095_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,11,10,13,1,1,14,14,0,3,0,7,0,0,0,1,0,0,0,0,0,0,6,0,0,8,0,3,29,23,0,3,0,0
chrY:22562281-22562608_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,10,9,9,14,6,8,0,0,8,1,4,11,0,0,0,0,6,0,9,0,0,5,5,1,8,12,8,1,3,0,3,7,0
chrY:15347675-15347942_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,13,2,2,3,0,7,1,10,0,0,0,0,3,22,0,1,5,13,0,0,0,6,5,0,21,0,5,15,12,0,8,0,0
chrY:16892329-16892705_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,1,4,5,17,0,8,2,0,0,0,0,0,0,10,21,5,0,5,0,0,0,2,0,0,7,4,9,1,4,23,0,21,0
chrY:16897903-16898098_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145,5,0,0,0,0,0,0,0,11,0,0,0
chrY:21140321-21140622_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,6,1,0,0,0,0,0
chrY:21250344-21250788_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,7,4,5,8,18,2,0,18,8,0,0,0,17,0,0,0,15,0,0,0,0,0,11,0,3,0,0,11,3,2,6,11,0
chrY:14340659-14340925_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,5,6,3,0,1,3,0,1,0,2,0,0,0,0,2,0,17,0,0,0,0,0,0,25,29,23,7,12,15,0,0,0
chrY:21874844-21876189_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,2,10,0,8,0,0,0,0,6,0,0,0,0,7,0,27,0,0,0,0,11,0,2,45,19,5,6,0,4,0,0
chrY:14432921-14441693_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,29,10,9,3,3,2,3,0,2,0,12,0,0,0,8,9,1,0,0,0,0,5,11,0,15,0,3,0,18,1,0,4,0
chrY:15415698-15416805_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,18,0,16,9,1,0,0,0,7,0,0,0,0,2,33,0,0,20,0,0,0,0,0,17,14,0,4,0,14,0,0
chrY:15483601-15483675_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,6,1,15,10,0,0,2,0,12,0,0,0,15,23,2,0,39,0,0,4,0,0,0,7,2,7,8,0,0,0,0
chrY:21035031-21035051_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,6,0,5,0,22,0,1,0,7,0,5,0,0,1,0,0,0,0,66,0,0,0,0,3,20,0,0,21,0,0,0
chrY:16826317-16827660_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,0,0,0,0,0,2,12,0,0,0,0,0,0,4,0,0,0,131,0,0,1,0,3,3,0,0,0,0,0,0
chrY:21238092-21238401_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,7,0,4,4,7,4,0,7,0,0,0,13,1,0,6,0,0,0,1,0,6,8,18,3,29,13,16,1,10,0
chrY:21895821-21896205_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,0,0,1,0,0,0,0,5,16,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,8,87,0,0,0,0
chrY:22558729-22558840_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,4,13,7,6,11,2,0,6,0,1,2,12,0,0,6,0,9,9,27,0,14,0,0,9,0,0,4,0,13,0,0,0
chrY:7273153-7274074_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,2,10,0,9,0,0,16,3,0,6,0,0,0,0,3,0,11,0,0,0,0,0,16,1,25,4,7,16,7,9,11,0
chrY:14462428-14462740_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,7,3,0,6,0,1,7,0,5,0,0,0,0,0,0,5,0,7,17,0,0,14,10,9,11,10,1,19,7,16,0,0,0
chrY:15479942-15480247_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,6,0,1,3,0,2,2,0,14,0,26,1,0,1,26,3,5,0,10,51,7,0,0,1
chrY:17087455-17093138_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,8,7,2,15,6,11,11,0,9,0,0,0,0,10,0,3,6,0,24,0,0,0,13,0,3,3,10,3,6,0,0,4,2
chrY:14277894-14278153_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,1,12,0,5,14,0,7,0,0,35,18,0,0,5,0,3,18,0,0,6,0,0,0,4,0,0,2,2,0,4,0
chrY:15353679-15353972_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,3,8,0,0,16,0,0,3,0,8,0,6,17,9,6,3,0,2,0,0,0,0,0,13,16,9,4,25,0,6,0,0
chrY:21928553-21928834_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,12,4,7,3,11,5,6,0,6,0,0,0,0,0,25,0,12,2,0,0,0,0,0,0,6,19,10,10,0,0,0,0,8
chrY:21725294-21725628_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,1,4,13,7,10,8,0,0,0,14,0,0,0,0,0,6,0,0,21,0,0,12,0,0,6,2,22,1,22,0,5,0,0
chrY:22749181-22749471_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,1,6,5,5,0,1,16,10,0,0,0,3,8,3,14,15,1,0,6,8,0,0,27,3,0,1,19,7,0,0
chrY:16858717-16858912_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,8,1,0,4,3,11,0,3,0,0,0,21,0,17,7,4,1,0,0,0,6,0,21,19,2,8,8,0,3,8,0,0
chrY:21193068-21194371_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,13,0,3,1,7,3,0,0,2,0,12,0,0,0,17,11,8,0,0,0,0,0,22,0,0,18,0,0,12,0,0,25,0
chrY:21212638-21212939_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,72,5,0,0,3,0,0,0,0,0,0,0,14,0,0,6,16,11,30,2,11,0
chrY:21861189-21861364_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,9,0,2,0,1,7,6,0,3,0,0,4,0,0,0,0,7,6,3,0,0,4,0,0,25,21,3,26,1,0,19,4,0
chrY:22630538-22631445_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,5,9,7,6,0,7,2,0,4,0,0,32,19,0,0,0,0,0,0,0,0,6,18,0,0,0,11,0,12,13,0,0,0
chrY:7207753-7207947_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,7,13,9,7,0,5,1,0,6,0,10,0,0,0,0,2,0,2,6,0,0,10,12,3,0,0,6,8,0,13,8,26,0
chrY:14965991-14966023_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,3,3,2,0,0,5,9,0,1,0,5,0,0,31,15,4,0,0,0,0,0,1,0,0,0,27,21,16,7,0,0,14,0
chrY:16914104-16914183_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,8,4,3,9,1,13,0,0,0,3,0,0,0,0,0,2,0,8,0,0,0,11,0,0,15,38,23,2,8,0,19,0
chrY:21852894-21853373_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,6,0,7,0,0,10,10,0,0,0,2,0,4,0,0,0,5,0,3,0,0,5,19,0,6,2,9,6,26,21,0,18,0
chrY:22751053-22751332_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,4,0,8,3,0,6,0,32,1,0,2,0,3,0,13,11,0,0,0,7,7,1,19,21,11,12,3,0,0,0,0
chrY:15497335-15497583_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,5,0,18,1,16,0,0,36,0,0,0,5,0,0,28,0,3,0,5,0,1,0,0,16,27,0,0,8
chrY:15600958-15601431_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,4,0,3,1,0,5,5,0,0,3,1,0,15,26,11,4,7,0,0,0,0,0,11,3,5,3,10,15,0,5,7,0,1
chrY:14280537-14280850_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,7,6,2,5,0,0,0,4,9,19,20,12,0,0,0,3,8,4,11,0,0,1,7,0,21,0,2,4,8,0,0,0,19
chrY:14953474-14953786_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,6,15,0,15,2,0,3,7,2,0,0,0,0,19,0,6,5,0,0,9,0,0,10,47,6,0,6,0,5,1,0
chrY:22562793-22562981_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,15,4,4,2,8,5,14,0,6,19,4,0,0,0,0,5,0,17,0,9,0,2,0,0,0,7,24,0,0,0,0,19,0
chrY:2718873-2719181_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,8,0,0,24,8,29,0,34,0,2,0,19,0,9,0,0,0,0,6,8,8,0,3,12,0,0,0
chrY:2842708-2843005_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17,4,5,9,18,5,10,1,0,5,0,12,0,7,0,0,9,0,0,0,0,0,0,0,0,12,7,22,19,12,0,2,0,0
chrY:14356881-14357187_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,1,0,1,1,0,0,47,0,0,2,0,0,3,0,2,0,0,0,14,0,0,21,6,0,12,49,12,0,0,0
chrY:21725630-21726069_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,12,10,17,2,5,11,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,8,0,0,17,1,31,2,7,0,8,16,0
chrY:14830436-14830575_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,14,5,10,0,0,10,9,0,13,21,16,0,7,0,11,3,0,0,0,0,0,0,9,0,0,17,9,0,13,0,0,7,0
chrY:21750234-21750556_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,6,0,3,9,11,4,0,2,0,7,0,0,0,0,10,10,37,0,0,0,0,9,0,4,0,19,4,8,0,8,9,0
chrY:14209110-14209168_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,8,0,10,13,4,3,7,11,21,0,5,0,8,0,0,0,0,0,7,0,0,17,13,19,8,1,4,5,0,6,0,3,0
chrY:22763207-22763671_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,7,7,14,0,0,5,12,0,8,15,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,17,9,0,30,0,0,15
chrY:21854984-21855140_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,11,0,26,0,0,7,0,0,0,6,0,0,0,60,29,26,6,0,0,7,0
chrY:21866876-21867165_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,8,4,0,8,4,8,0,5,0,3,0,0,16,21,2,6,37,9,0,0,0,0,2,0,7,6,0,22,8,0,0,0
chrY:21204219-21204824_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,4,7,3,6,7,13,3,0,1,16,1,0,20,0,0,6,8,0,10,0,0,18,0,6,0,0,19,1,0,18,0,0,0
chrY:21895345-21895443_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,1,13,8,14,8,3,1,3,0,6,0,0,0,5,10,4,0,13,0,0,0,0,5,0,0,12,5,12,1,23,0,9,11,0
chrY:14285477-14285771_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,8,4,2,0,12,0,0,12,0,14,0,9,15,16,5,4,5,0,0,0,0,9,0,20,1,0,0,6,10,8,21,0
chrY:21923822-21924127_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,10,8,1,8,4,0,0,6,0,0,0,0,25,0,1,0,0,13,32,0,4,23,8,0,10,8,3,0,0,0,18,0
chrY:21891824-21892130_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,8,5,8,5,5,18,0,0,9,0,20,0,5,0,21,12,0,1,0,0,0,14,0,0,13,9,5,23,0,0,2,0,0
chrY:21241823-21242577_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,0,8,12,10,7,11,0,6,0,0,24,0,0,0,6,0,19,6,0,0,13,18,21,7,0,1,0,0,0,1,6,0
chrY:16762085-16762212_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,11,5,0,0,0,0,0,15,0
chrY:21037433-21037737_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,9,0,8,2,0,0,25,0,0,6,10,0,12,0,5,3,12,4,0,0,0,0,3,13,14,4,16,0,0,13,5,23,0
chrY:22564413-22565104_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,3,9,15,2,0,10,0,0,15,0,0,0,9,0,0,8,0,0,0,0,0,3,0,0,0,20,35,1,22,0,6,10,0
chrY:14956011-14956053_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,14,17,21,0,8,0,0,6,0,0,0,6,9,0,0,0,0,14,0,0,0,0,0,2,27,18,0,22,0,0,0,0
chrY:16020415-16020550_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,1,6,0,4,26,0,2,12,0,0,4,4,34,24,0,0,2,0,0,9,45,3,0,7,0,0,0,0
chrY:16851237-16851636_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,2,17,5,12,2,5,2,0,12,0,14,37,0,0,0,3,18,0,10,0,0,4,0,0,11,4,0,0,2,0,15,0,0
chrY:22601499-22602265_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,4,1,8,1,0,12,1,1,0,12,14,27,0,0,19,0,5,8,0,0,0,0,15,11,0,0,13,10,3,0,0,5,14,0
chrY:16784434-16786072_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0,1,23,0,0,0,2,0,5,12,7,41,50,3,4,0
chrY:22793342-22796097_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,10,9,6,8,1,5,13,11,0,0,6,0,11,0,20,9,1,10,0,0,0,0,0,0,24,6,17,12,0,0,0,0,0
chrY:2841104-2841386_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,1,0,1,3,6,0,0,0,20,22,4,12,0,2,0,14,0,25,0,5,0,0,11,5,13,6,31,0,6,0,0
chrY:22591857-22592616_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,4,13,21,3,0,5,2,10,0,0,4,0,0,0,0,3,18,5,12,0,0,6,0,8,0,3,8,17,3,0,16,19,0
chrY:21860770-21860807_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,2,3,13,0,4,4,0,0,4,0,6,0,15,21,0,10,0,0,0,0,0,1,6,18,9,25,1,8,13,0,14,8,0
chrY:14208711-14208842_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,17,13,14,12,0,1,15,6,17,0,0,0,1,9,14,0,5,6,16,24,4,0,20,0
chrY:14923222-14923381_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,13,4,8,2,0,34,4,0,5,0,5,0,2,0,7,7,5,8,16,0,0,11,0,0,10,7,9,1,24,0,7,0,0
chrY:16869767-16870118_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,3,1,1,5,1,7,6,5,0,12,25,0,0,0,0,4,0,0,18,0,0,0,0,21,0,4,0,56,0,7,10,0
chrY:14464165-14464320_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,2,2,0,0,3,0,4,9,6,4,8,30,0,0,16,4,0,20,7,0,0,0,2,0,0,1,1,20,23,8,1,11,0
chrY:16784123-16784432_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,1,0,18,0,21,0,0,0,0,0,0,1,0,0,23,0,0,0,2,0,5,12,7,32,39,4,4,17
chrY:21923546-21923820_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,0,0,0,1,0,0,2,0,21,0,0,0,0,11,0,0,4,0,0,9,15,0,36,19,25,28,10,0,5,0,0
chrY:15347370-15347673_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,1,0,4,1,3,5,3,0,1,17,0,0,3,24,0,0,12,0,0,0,0,0,0,0,7,19,20,14,18,14,0,14,0
chrY:15485730-15485959_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,6,0,0,0,10,0,0,0,0,9,0,1,0,0,135,6,8,0,0,0,15,4,0,1,0,0,0
chrY:21927824-21927845_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,12,6,20,4,12,14,4,0,7,0,0,0,7,0,0,5,0,9,0,0,0,0,0,0,11,8,6,10,17,0,7,15,0
chrY:16960655-16960688_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,14,4,7,0,10,9,0,1,11,6,38,0,0,0,0,6,0,1,0,0,0,19,0,0,0,15,32,1,7,5,0,0
chrY:2842206-2842522_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,4,0,1,4,7,6,0,10,0,10,24,1,35,0,6,0,5,5,0,0,5,10,0,23,6,1,4,19,0,4,2,0
chrY:7202374-7202496_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,19,1,0,2,0,0,15,15,19,0,0,0,9,1,0,29,0,0,0,1,0,3,19,1,11,12,9,0,13,1,0
chrY:14944264-14944438_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,2,9,11,4,9,6,0,0,13,0,10,0,0,0,0,2,6,35,30,0,0,0,0,0,14,10,9,6,7,5,0,0,0
chrY:21723806-21723843_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,2,6,0,0,1,3,0,3,0,7,19,0,0,0,1,0,15,17,0,0,0,0,0,24,4,33,34,18,0,0,8,0
chrY:2837100-2837885_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,0,7,5,3,5,0,0,5,0,11,0,0,0,0,0,0,47,18,0,0,6,7,0,4,16,2,8,16,0,20,0,0
chrY:14884416-14884722_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0,0,6,11,16,3,23,1,0,7,0,0,8,9,0,0,0,0,17,14,5,7,26,6,0,4,1,0,20,6
chrY:14461334-14461650_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,6,0,6,7,0,2,0,12,27,7,0,10,2,0,0,0,0,4,7,0,29,9,28,3,4,0,21,0,11,0
chrY:15592798-15592990_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,19,4,2,3,5,0,4,4,0,7,0,14,0,12,0,0,10,0,0,6,0,0,2,6,16,7,5,10,8,0,1,2,21,22
chrY:14356711-14356879_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,1,5,0,0,0,1,46,0,31,2,44,0,0,0,2,0,2,0,11,0,0,4,10,0,0,36,3,0,0,0
chrY:14827986-14828277_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,12,14,15,11,0,8,13,0,5,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,29,9,19,21,0,0,0,14,0
chrY:21928052-21928170_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,16,12,13,12,0,14,17,16,18,0,0,0,8,10,2,1,0,4,7,0,0,0,0,0,0,9,4,9,0,5,1,0,0
chrY:22758643-22759388_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,12,11,11,0,3,28,16,19,8,4,0,6,0,0,10,0,9,12,0,0,0,27,3,0,2,0,6,0,1,0,6,0
chrY:2817591-2817911_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,1,12,0,60,0,0,13,0,0,0,4,0,14,14,0,9,0,27,0,9,2,0,1,3,0,0,21
